row,product_name,wix_product_id,status,family,units_per_case,current_kg_on_site,in_supplier_sheet,FILL_unit_weight_g,pkg_factor,calc_case_weight_kg,FILL_dimensions_cm,FILL_source_url,FILL_notes
140,Smiski Yoga Series Sealed Set (12 per set),bba292a7-1fcf-483a-bd11-e37804643254,live,Smiski,12,,,33,1.5,0.59,,,"Dreams Inc, same figure class as Sonny Angel"
141,Smiski museum series Sealed Set (12 per set),6360b2b5-6002-4200-9b2a-787485630f07,live,Smiski,12,,,33,1.5,0.59,,,"Dreams Inc, same figure class as Sonny Angel"
142,Sonny Angel Animal Hippers DECOPATIVE MINI FIGURES Sealed Set (12 per set),579d6f27-0170-41ea-8ba8-972b3e09252e,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
143,Sonny Angel Birthday Gift Bear Series Sealed Set (6 per set),775cc763-78bb-4eef-afa7-6e17d2d3f38d,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
144,Sonny Angel Birthday Gift Series Sealed Set (12 per set),878f5f1e-8d12-496a-ab34-dfa96c1233c4,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
145,Sonny Angel Cherry Blossom Series Sealed Set (6 per set),3011a46c-5da0-477a-8010-54eda58ac7d3,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
146,Sonny Angel Dog Time Series Sealed Set (9 per set),e3ecd15a-9a26-4b00-ab97-d16d627934aa,live,SonnyAngel,9,,,33,1.5,0.45,,,PUBLISHED figure 32-34g sonnyangelusa.com
147,Sonny Angel Flower Gift Series Sealed Set (6 per set),a08a6fa6-5a96-4e20-9fba-b6d02bafd8ae,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
148,Sonny Angel Flower Series Sealed Set (12 per set),a0fd09d3-d73c-470b-af25-39ef57db2e5a,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
149,Sonny Angel Fruit HIPPERS DECORATIVE Harvest MINI FIGURE Set (12 per set),2a3f63d7-0b06-4c20-acbe-82e1949a1518,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
150,Sonny Angel Fruit Series Sealed Set (12 per set),e733b9ed-769e-41a5-ade6-6454473dc5a8,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
151,Sonny Angel Hippers Cherry Blossom Series Sealed Set (12 per set),f71a150d-763f-435c-9a1c-08445338c7a9,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
152,Sonny Angel Hippers Dreaming Series Sealed Set (12 per set),34fe71c0-c41a-498d-9a43-86a8605882ab,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
153,Sonny Angel I LOVE RAINY DAY Series (6 per set),bbe38252-00ae-4dfd-8408-b4324751b4fe,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
154,Sonny Angel Kiss Kiss Keychain Series Sealed (6 per set),0083096f-385b-4829-ae90-09feaba146b0,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
155,Sonny Angel Marine Series Sealed Set (12 per set),b9d93a44-95db-4485-8af1-355b99b3f017,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
156,Sonny Angel Mini Figure charm CANDY STORE SERIES (6 per set),f358011b-1b29-4c53-8cd3-c9da901e2a38,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
157,Sonny Angel Pumpkin Patch Series Sealed Set (6 per set),af86f2d2-910b-4719-ba3b-514781f37871,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
158,Sonny Angel Santa's Little Helper Series Sealed Set (6 per set),632e99b1-7d61-4158-b2dd-15a18353a638,live,SonnyAngel,6,,,33,1.5,0.3,,,PUBLISHED figure 32-34g sonnyangelusa.com
159,Sonny Angel Vegetable Series Sealed Set (12 per set),9c90a1b9-10e7-4e7a-89b7-fe58e1234f47,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
160,Sonny Angel Ver. 4 Animal Series Sealed Set (12 per set),8dd1fc11-020c-499d-a439-adecdd800399,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
161,Sonny Angel Ver.1 Animal Series Sealed Set (12 per set),97deb2b1-e014-484e-94fc-12fc93347030,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
162,Sonny Angel Ver.2 Animal Series Sealed Set (12 per set),c2737181-6509-4615-bfd6-18d19b43f201,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
163,Sonny Angel Ver.3 Animal Series Sealed Set (12 per set),f9c689f3-0961-42a0-a407-017ca08936a1,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
164,Sonny Angel looking back Hippers Series Sealed Set (12 per set),7abd05ba-529a-40c8-8b50-4b7d7c75fcf7,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
165,Sonny Angle Sweets Series Sealed Set (12 per set),6aad304e-2589-4dfb-a2d3-b687127ab6b9,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
166,TOP TOY Maymei Bear Cookies Sealed Cases (8 per set),a825f3e7-babd-4935-bd75-a0f3335e83d7,live,TopToy,8,,,,1.4,1.12,,,no published specs found
167,"TOPTOY Anime Blind Box Figures (6 pcs Set, Sealed Case)",96e3c72e-024c-47d8-85a3-07e5dc722302,live,TopToy,6,,,,1.4,0.84,,,no published specs found
168,TOPTOY Kuromi Zodiac Series Plush Keychain Blind Box (12 pcs Set),ed3bb7a0-42ab-4c84-b81f-544bcad7b888,live,TopToy,12,,,,1.4,1.68,,,no published specs found
169,TOPTOY Lilo & Stitch Series Blind Box (8 pcs Case),7cc5c6ad-f849-4b6c-94ac-553b032f221b,live,TopToy,8,,,,1.4,1.12,,,no published specs found
170,TOPTOY Steampunk Series Figures Blind Box (6 pcs Case),8c477f7a-6367-4461-b576-2ac4ee20a149,live,TopToy,6,,,,1.4,0.84,,,no published specs found
171,TOPTOY Winnie the Pooh Roo Series Plush Blind Box (6 pcs Case),664fe06b-930d-4fca-b229-8725ae3b2e49,live,TopToy,6,,,,1.4,0.84,,,no published specs found
172,Team Rocket Attache Briefcase,9642e7e5-6062-4bc7-8720-15c4f92a44c3,draft,GiftETB,1,7.26,,,1.1,0.75,,,varies by product
173,Terastal Grand Gathering — Booster Box,bed81e22-44c5-44f2-821f-e56c35a514a2,draft,BoosterCase,,1.31,Y,,1.15,0.4,,,unit count assumed from family
174,Terastal Grand Gathering — Case of 20,671e42c7-b01a-45cd-ac16-165d73d847cc,draft,,20,1.31,Y,,1.2,3.65,,,from ShuXiu supplier sheet
175,Terastal — Blind Badge Box,41cd4697-cb3d-4c05-aaad-95ae6aba879a,draft,,1,0.25,Y,,1.2,0.25,,,family assumed
176,Terastal — Card Display Frame Set Blind Box (1 box),92210e6b-1d84-4627-a820-4eda5938cc72,draft,GiftETB,1,1.06,Y,,1.1,0.75,,,varies by product
177,Terastal — Card Display Frame Set Blind Box (1 case),8975c720-4948-4ce2-a11e-28978a058426,draft,GiftETB,,3.1,Y,,1.1,0.75,,,unit count assumed from family
178,Terastal — Coin Set Blind Bag,0d076fdb-1cd8-4585-a67e-23ccc7eae1e2,draft,,1,0.25,Y,,1.2,0.25,,,family assumed
179,Terastal — Premium Gift Box (1 box),2910116d-9484-4caa-9c34-327f5dc7b8c5,draft,GiftETB,1,1.06,Y,,1.1,0.75,,,varies by product
180,Top Level Bundle,acc7b980-5e0c-4a9e-90b6-d7d5345b4ccb,draft,,,,,,1.2,,,,no family assigned
181,TopToy Bulk X Kuromi for Plastic Blind Box Sealed Cases 8 per set Free,194924d3-9c88-4ae5-9e8d-e382534821f6,live,TopToy,8,,,,1.4,1.12,,,no published specs found
182,Vaporeon Edition Pokemon TCG Card Collector Gift Box (S-Chinese),ebb781f2-e7ba-4d4b-bd9c-a230a04ba92a,live,GiftETB,1,,,,1.1,0.75,,,varies by product
183,WASA Kamen Rider 206 Dragon Collaboration Blind Box (6 pcs Set),0fe42f97-da3e-48a0-8c57-c8bb79cc8edd,live,,6,,,,1.2,0.92,,,family assumed
184,X10 Boxes Paldea Trainer Charm Set V1 Pokémon S&V TCG S-Chinese 10 boxes,99447ca3-5890-4404-ae48-3a06e121207d,live,TcgMisc,10,,Y,,1.2,4.62,,,from ShuXiu supplier sheet
185,"X10 Boxes Pokémon Paldea Trainer Photo Charm S&Violet, Ten Booster S-Chinese TCG",72848db5-ffb3-4a66-962c-0bf7b9f3c5b6,live,BoosterCase,10,,Y,,1.15,4.62,,,from ShuXiu supplier sheet
186,"X10 Pokémon 151 Promotional Magnet Puzzle boxes (10 Sealed Box, S-Chinese)",c1a8d880-3710-4702-8c68-10eb3e981c8c,live,TcgMisc,10,,,,1.2,1.9,,,mixed group
187,X10 Sets Pokémon TCG Chinese New Year Celebration Card Gift Box 2026 S-Chinese,60974374-2f67-44f0-8e89-e51baba8852f,live,GiftETB,10,,,,1.1,7.48,,,varies by product
188,X15 Boxes Bulk Pokémon First Partner Booster Boxes (5 Sets of 3 S-Chinese Cards),472c2abe-1caa-4897-b912-1a3a1f2ba9f0,live,BoosterCase,5,,,,1.15,2.0,,,STANDARD box ~350g / SLIM box ~145g - check title
189,X3 Boosters SV11W S&V Expansion White Flare Boosters Korean,a27890a7-a443-4f28-a8b7-3b23d12d1723,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
190,X3 Boxes Gallade EX MEGA Munikis Nihil Zero M3 Hanging Boxes,0ac9ffad-cb0e-4fc0-8e70-8ad36d72294c,live,,3,,,,1.2,1.2,,,family assumed
191,X3 Boxes Korean Pikachu Plush Deck Box + Deck Sealed Box Promos,5d59e61e-29fd-48ba-aa60-27c6eda0907a,live,TcgMisc,3,,,,1.2,0.57,,,mixed group
192,X3 Boxes Korean Pikachu Present Box Exclusive Promo Sealed Boxes,dfd046a9-e45e-483d-b328-c54111ddedd8,live,,3,,,,1.2,1.2,,,family assumed
193,X3 Boxes Korean Pokemon Special Deck EX Venusaur /Charizard/Blastoise,1d00abc4-aecf-401f-904b-efa02d7afd17,draft,TcgMisc,3,,,,1.2,0.57,,,mixed group
194,X3 Boxes M1L Mega Brave Lucario Big Gift Box Sealed Korean,f3fdad56-ce8c-4eeb-81cd-46af2b1579e7,live,GiftETB,3,,,,1.1,2.24,,,varies by product
195,X3 Boxes M1L Mega Brave Lucario Korean Boosters Sealed,26b40a51-46e8-44b1-b560-437b69cbe70a,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
196,X3 Boxes M1S MEGA SYMPHONIA Big Gift Box Korean,b92558ed-c890-4f49-84b8-46cbe66855ed,live,GiftETB,3,,,,1.1,2.24,,,varies by product
197,X3 Boxes M1S MEGA SYMPHONIA Boosters Korean,9f3b98f3-4c88-4f5f-a6b3-cfb5c5b7d6ae,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
198,X3 Boxes M2 MEGA Inferno X Booster Box Sealed Korean,46c83b03-a0df-471b-a60b-c82a5a3254a4,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
199,X3 Boxes M2 Mega Inferno X Charizard Big Gift Box Korean,ea1100bd-15f2-4a36-9f77-8734dd249ada,live,GiftETB,3,,,,1.1,2.24,,,varies by product
200,X3 Boxes M2A Korean Mega Dream EX Boosters,bd8f4c6b-59ac-4862-9605-3db5f3e9cad4,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
201,X3 Boxes MEGA 100 Korean Start Deck Battle Collection Hanging boxes,2a2f30df-7efa-4733-ad80-ea42c2f50b51,draft,TcgMisc,3,,Y,,1.2,0.57,,,mixed group
202,X3 Boxes MEGA Munikis Nihil Zero M3 Booster Boxes (90 Packs!),78098d7a-7da7-4f79-abb3-3739bed01d7f,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
203,"X3 Boxes MEGA Special Set ""N"" Korean Reshiram Zekrom",9839878d-2598-4d09-82ce-1d1a5c2a205d,live,,3,,,,1.2,1.2,,,family assumed
204,X3 Boxes S&V - Clay Burst Boosters SV2D Korean Sealed,dec8d9b1-0264-4356-a4d9-4a805d4fa473,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
205,X3 Boxes S&V SV4M Future Flash Paradox Rift Korean,fbd79b39-8322-4a4a-95ed-b3b4ce6984f6,live,,3,,,,1.2,1.2,,,family assumed
206,X3 Boxes S&V Snow Hazard SV2P Korean Boosters,1e4845f9-29ba-4126-ad30-a0f9ac267ffb,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
207,X3 Boxes S10A Dark Phantasma Boosters Sealed Korean,51d07f26-1c20-4a7f-8d16-7fc4ee599aa4,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
208,X3 Boxes S10P Space Juggler Boosters Sealed Korean,0b233cec-7397-4b24-8d12-e2602b38f98c,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
209,X3 Boxes S11 Lost Abyss Boosters Sealed Korean,c3805314-79f8-4af0-b37b-59f772434eea,draft,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
210,X3 Boxes S12 Sword & Shield Paradigm Trigger Boosters Korean,6c1004a3-52b0-422a-8e5f-d19918ecd32a,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
211,X3 Boxes S12A VSTAR Universe Boosters Korean,a9e3a204-4f80-401c-9d1a-a85cedb2aaa7,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
212,X3 Boxes S1W Sword & Shield V Boosters Korean,95e921ee-b36a-48b3-8d7f-5c09db079341,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
213,X3 Boxes S2A S&S Explosive flame Walker Boosters Korean,cf3fc4b3-7e54-4fb4-9fdd-9ee5115a48e4,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
214,X3 Boxes S5A Matchless Fighter Boosters Sealed Korean,3086ae4d-9c5b-4080-b60f-68c3abbaf38f,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
215,X3 Boxes S6A Eevee Heroes Boosters Sealed Korean,bf9aa8de-58d7-4229-9e0f-429d1ad48981,draft,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
216,X3 Boxes S6H Silver Lance Boosters Sealed Korean,027290ac-3a5c-441f-acd3-e18fe602f165,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
217,X3 Boxes S6K Black Spirit Boosters Sealed Korean,b6b6eed8-945d-46c1-9c2a-bda0eed8307d,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
218,X3 Boxes S7R Blue Sky Stream Boosters Sealed Korean,702e409b-087d-45fa-9bc5-4a1bebcacf32,draft,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
219,X3 Boxes S8A 25th Anniversary Collection Boxes Sealed Korean,dbee0f09-823e-4631-98fd-2c9d38277ad3,draft,,3,,,,1.2,1.2,,,family assumed
220,X3 Boxes S9 Star Birth Boosters Sealed Korean,86dd765a-d69f-4c60-a051-0320a95e4c25,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
221,X3 Boxes S9A Battle Region Boosters Sealed Korean (60 Packs),b70e701c-3584-4cf1-9f0f-2da62100f7fd,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
222,X3 Boxes SV10 Team Rocket's Glory Boosters Sealed Korean,37b5e792-edf2-44ea-b0b4-680def7449cf,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
223,X3 Boxes SV11B S&V Expansion Black Bolt Boosters Korean,2b6715ca-6d79-4336-a914-0bf3e44001ec,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
224,X3 Boxes SV1A Triple Beat S&V Korean Booster Boxes Sealed,c400ab2e-2a26-408e-a430-d777c53481a2,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
225,X3 Boxes SV1S Scarlet EX Korean Boosters Sealed,63a68110-ddaf-4a71-9d47-85308e33cb47,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
226,X3 Boxes SV1V Violet EX Korean Boosters Sealed,fe7eb49f-dabd-4cfc-beb3-76d899764325,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
227,X3 Boxes SV2A 151 Korean Boosters Factory Sealed,1bb14ca6-37cd-4c28-8278-dc76a6c00f6a,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
228,X3 Boxes SV3 Ruler of the Black Flame Boosters SV3 Korean,52e49bb4-c6fb-4024-ad25-55cdbfd58608,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
229,X3 Boxes SV3A Raging Surf Boosters Korean,fa016029-fa2f-4d56-b257-648ad81e8d2d,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
230,X3 Boxes SV4A Shiny Treasure EX Booster Boxes Korean,c9a36b40-861f-42ac-bd8d-37a6e9d89bae,draft,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
231,X3 Boxes SV4K S&V Ancient Roar Boosters Korean,6c845325-7be4-4027-b7d0-134cb9245c68,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
232,X3 Boxes SV5A Crimson Haze Boosters Sealed Korean,bb008d6d-f54a-4135-812d-5f3a7f1678df,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
233,X3 Boxes SV5K Wild Force Boosters Korean,2722750c-ab59-4d58-9756-c13e057755f5,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
234,X3 Boxes SV5M Cyber Judge Boosters Sealed Korean,8d0b6941-472b-4a13-959f-382bea6783ac,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
235,X3 Boxes SV6 Transformation Mask Boosters Korean,6a2a9be7-0d79-4bc7-823f-73d2b37db088,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
236,X3 Boxes SV6A Night Wanderer Boosters Sealed Korean,72b3f9f5-fd67-490e-abef-900dfa875840,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
237,X3 Boxes SV7 Stellar Miracle Boosters SV7 Korean,cc669ac9-257e-425e-8e06-457ae1876106,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
238,X3 Boxes SV7A Paradise Dragona Boosters Sealed Korean,a5e2ed98-9f08-4008-a470-0cf676b08381,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
239,X3 Boxes SV8 Supercharged Breaker Boosters Sealed Korean,2c89b15c-0ff5-4cd4-8c69-f43a241e8045,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
240,X3 Boxes SV8A Terastal Festival Boosters Sealed Korean,fc774644-4dfe-4089-817b-94d5004d5218,live,BoosterCase,3,,Y,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
241,X3 Boxes SV9 S&V Battle Partners Boosters Sealed Korean,188539e7-edf5-48e1-ba64-a60474abb4cd,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
242,X3 Boxes SV9A Heat Wave Arena Boosters Sealed Korean,3eb32703-6761-4f63-9aa0-03ef9f7096ba,live,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
243,X3 MEGA Premium Trainer Box MEGA Brave Symphonia M1L M1S Korean,19437d68-3993-49d0-990d-495929664de5,live,,3,,,,1.2,1.2,,,family assumed
244,X3 boxes S10B Pokemon Go S&S Boosters Sealed Korean,69134696-870a-49bb-b883-0b6ab3c338a4,draft,BoosterCase,3,,,,1.15,1.2,,,STANDARD box ~350g / SLIM box ~145g - check title
245,X4 Boxes Morpeko V-Union Big Boxes (Sealed Case of Four S-Chinese TCG),e0e7f3ee-4c41-42ea-b0b4-91a4fd033c76,live,TcgMisc,4,,,,1.2,0.76,,,mixed group
246,"X6 Boxes Pikachu V-Union Booster Boxes TCG (Sealed Case S-Chinese, Authentic)",b7dbe86f-7942-4392-a127-dbd005a576cb,live,BoosterCase,6,,,,1.15,2.39,,,STANDARD box ~350g / SLIM box ~145g - check title
247,"X8 Box Pokémon Duraludon Dragons Return Booster Gift Box (S-Chinese, Authentic)",f384edfb-bed8-41ce-b0ec-4ef19a751661,live,BoosterCase,8,,,,1.15,3.19,,,STANDARD box ~350g / SLIM box ~145g - check title
248,X8 Boxes Pokémon 30th Anniversary Special Art First Partner Vol.1 (S-Chinese),0caac7e2-b11a-4838-8b59-e002e2cba8f0,live,TcgMisc,8,,Y,,1.2,4.23,,,from ShuXiu supplier sheet
249,[DRAFT 03] Terastal — Eeveelution Binder Gift Box,4ea3cae2-7124-4164-8190-ca5e393dbcb7,draft,GiftETB,1,1.06,Y,,1.1,0.75,,,varies by product
250,[DRAFT 07] Terastal — Accessory Storage Box,1fd0fab0-65b8-4bf8-b2dd-5f4a139c3062,draft,,1,1.31,Y,,1.2,1.31,,,family assumed
251,[DRAFT 11] Chasing Glory Together — Slim Booster Box (1 box),ee34c0d1-dfab-42ef-8ea5-96d6e70cbaaa,draft,BoosterCase,1,0.25,Y,,1.15,0.16,,,STANDARD box ~350g / SLIM box ~145g - check title
252,[DRAFT 12] Gem Pack Vol. 6 — Case of 20,5b9791c4-cbe8-40cf-8d18-bbfa1c9bd499,draft,,20,5,Y,,1.2,2.88,,,from ShuXiu supplier sheet
253,[DRAFT 14] Eternal Beginnings — Booster,3d4eeeea-afaf-4bc0-80ac-dec8bc08a1c0,draft,BoosterCase,,1.31,,,1.15,0.4,,,unit count assumed from family
254,[DRAFT 15] Miracle Journey — Booster,76d72db2-cecb-4f77-8566-6a6a510eb894,draft,BoosterCase,,1.31,,,1.15,0.4,,,unit count assumed from family
255,[DRAFT 16] Fearless Terastal — Booster,078b2d9d-c895-41aa-ae37-fd760170fbde,draft,BoosterCase,,1.31,Y,,1.15,0.4,,,unit count assumed from family
256,[DRAFT 18] Collect 151 Hope — Booster,2794ce73-0835-481d-b63d-457d2f814b01,draft,BoosterCase,,1.31,Y,,1.15,0.4,,,unit count assumed from family
257,[DRAFT 19] Collect 151 Surprise — Booster,6a5985c1-476a-4dfa-906f-ba7b4bd48fc1,draft,BoosterCase,,1.31,Y,,1.15,0.4,,,unit count assumed from family
258,[DRAFT 28] Collect 151 Jigsaw Magnet Set Blind Box,91edc6c7-5bb4-415e-b2b1-8d187731290b,draft,TcgMisc,,0.25,Y,,1.2,0.87,,,from ShuXiu supplier sheet
259,[DRAFT 29] Blokees Pokemon (Classic Class CV-S),de26d8cb-166e-435d-8297-2137e99ee51d,draft,Blokees,,1.31,,300,1.06,2.86,,,unit count assumed from family
260,sonny angel Funbarus Hippers Posture Pal Sealed Set (12 per set),1b014638-ff76-4ec5-876e-d6006fdfa6c8,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
261,sonny angel snack Series Sealed Set (12 per set),7b40dad4-5f20-4b24-b2b7-0f27038ab1ef,live,SonnyAngel,12,,,33,1.5,0.59,,,PUBLISHED figure 32-34g sonnyangelusa.com
262,💥 WASA Kamen Rider206 WASA Dragon Collaboration Series Blind Box Cases (6pc),28acffe0-6a65-48fa-a8ea-fd916df9fac5,draft,,6,,,,1.2,0.92,,,family assumed
263,💥Blokees Kamen Rider Starlight Version V-3 Blind-Box model figures Sealed Cases,0eb863ea-d04b-4720-bfab-a89a37a19606,draft,Blokees,,,,300,1.06,2.86,,,unit count assumed from family
264,💥Blokees Kamen Rider Starlight Version V-4 blind-box model figures Sealed Cases,495d7b82-c6bf-4a17-a502-3e4e88b43e51,draft,Blokees,,,,300,1.06,2.86,,,unit count assumed from family
265,💥Blokees Transformers Defenders V-3 pocket model figures Sealed Cases(12pc/set),dbef078e-ea27-42d9-a4e0-f4cb69a5c3ed,draft,Blokees,12,,,300,1.06,3.82,,,PUBLISHED package 0.3kg bigbadtoystore.com
266,💥Blokees Transformers Defenders V-4 pocket model figures Sealed Cases(12pc/set),152f2e5a-3fa2-41d9-ae69-72caf7079717,draft,Blokees,12,,,300,1.06,3.82,,,PUBLISHED package 0.3kg bigbadtoystore.com
